url,fileName,updateDate,prefectureNameJP,testedPositive,hospitalized,bedCurrentPhase,bedFinalPhase,bedCapacity,bedUtilizationRate,plannedBedCapacity,severeCase,severeCaseBedCurrentPhase,severeCaseBedFinalPhase,severeCaseBedCapacity,severeCaseBedUtilizationRate,plannedSevereCaseBedCapacity,accomondated,accomondationCurrentPhase,accomondationFinalPhase,accomondationRoomCapacity,accomondationRoomUtilizationRate,plannedaccomondationRoomCapacity,atHome,atWelfareFacility,unconfirmed
https://www.mhlw.go.jp/content/10900000/000694895.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月23日０時時点）,2020-09-23,山口県,9,9,1,4,423,0.02,423,1,1,4,102,0.01,102,0,1,4,834,0,834,0,0,0
https://www.mhlw.go.jp/content/10900000/000694895.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月23日０時時点）,2020-09-23,徳島県,23,21,2,4,200,0.11,200,0,2,4,25,0,25,2,2,4,150,0.01,150,0,0,0
https://www.mhlw.go.jp/content/10900000/000694895.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月23日０時時点）,2020-09-23,香川県,9,9,1,3,185,0.05,185,0,1,3,25,0,25,0,1,3,101,0,101,0,0,0
https://www.mhlw.go.jp/content/10900000/000694895.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月23日０時時点）,2020-09-23,愛媛県,0,0,1,3,229,0,223,0,1,3,33,0,33,0,1,3,117,0,117,0,0,0
https://www.mhlw.go.jp/content/10900000/000694895.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月23日０時時点）,2020-09-23,高知県,1,1,2,4,192,0.01,200,0,2,4,57,0,57,0,2,4,361,0,190,0,0,0
https://www.mhlw.go.jp/content/10900000/000694895.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月23日０時時点）,2020-09-23,福岡県,175,115,2,3,490,0.23,760,12,2,3,60,0.2,110,15,2,3,1057,0.01,1200,45,0,0
https://www.mhlw.go.jp/content/10900000/000694895.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月23日０時時点）,2020-09-23,佐賀県,2,2,1,4,274,0.01,273,0,1,4,46,0,46,0,1,4,253,0,253,0,0,0
https://www.mhlw.go.jp/content/10900000/000694895.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月23日０時時点）,2020-09-23,長崎県,3,1,3,4,395,0,395,0,3,4,27,0,42,1,3,4,224,0,550,1,0,0
https://www.mhlw.go.jp/content/10900000/000694895.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月23日０時時点）,2020-09-23,熊本県,12,12,1,3,400,0.03,400,0,1,3,59,0,59,0,1,3,1430,0,140,0,0,0
https://www.mhlw.go.jp/content/10900000/000694895.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月23日０時時点）,2020-09-23,大分県,5,5,1,4,330,0.02,330,0,1,4,41,0,41,0,1,2,700,0,170,0,0,0
https://www.mhlw.go.jp/content/10900000/000694895.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月23日０時時点）,2020-09-23,宮崎県,2,2,1,3,246,0.01,246,0,1,3,33,0,33,0,1,3,250,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694895.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月23日０時時点）,2020-09-23,鹿児島県,16,7,3,4,253,0.03,300,0,3,4,48,0,48,7,3,4,370,0.02,370,2,0,0
https://www.mhlw.go.jp/content/10900000/000694895.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月23日０時時点）,2020-09-23,沖縄県,157,119,3,5,465,0.26,425,17,3,5,53,0.32,51,17,3,5,340,0.05,340,21,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,北海道,136,86,1,3,1767,0.05,1767,0,1,3,182,0,182,50,1,2,1170,0.04,1170,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,青森県,1,1,1,4,165,0.01,225,0,1,4,31,0,30,0,1,4,30,0,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,岩手県,0,0,1,3,374,0,350,0,1,3,59,0,45,0,1,3,381,0,300,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,宮城県,38,25,3,4,345,0.07,450,1,3,4,43,0.02,65,11,3,4,300,0.04,300,2,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,秋田県,0,0,2,4,222,0,235,0,2,4,22,0,27,0,2,4,16,0,69,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,山形県,2,2,2,4,216,0.01,215,0,2,4,26,0,26,0,2,4,188,0,188,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,福島県,38,38,2,4,469,0.08,350,3,2,4,42,0.07,50,0,1,4,160,0,160,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,茨城県,32,26,1,3,546,0.05,500,4,1,3,72,0.06,70,5,3,4,324,0.02,324,1,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,栃木県,51,51,2,4,313,0.16,313,1,2,4,41,0.02,41,0,2,4,284,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,群馬県,53,45,2,3,305,0.15,330,2,2,3,23,0.09,50,8,2,3,1300,0.01,1300,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,埼玉県,260,154,3,4,1201,0.13,1400,7,2,4,128,0.05,200,56,1,3,1225,0.05,1450,25,0,25
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,千葉県,285,168,3,4,1147,0.15,1200,6,3,4,101,0.06,180,52,3,4,710,0.07,1400,50,0,15
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,東京都,2184,1182,3,4,4000,0.3,4000,113,2,4,500,0.23,500,249,3,4,1860,0.13,3000,455,2,296
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,神奈川県,530,289,1,3,1939,0.15,1939,27,1,3,200,0.14,200,118,1,2,811,0.15,1000,123,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,新潟県,9,9,1,3,456,0.02,456,0,1,3,112,0,112,0,1,3,176,0,176,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,富山県,9,9,1,4,500,0.02,500,1,1,4,36,0.03,36,0,1,4,100,0,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,石川県,46,40,2,2,258,0.16,254,4,2,2,35,0.11,35,6,2,2,340,0.02,340,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,福井県,2,2,1,4,215,0.01,215,1,1,4,24,0.04,24,0,1,4,75,0,75,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,山梨県,6,6,1,4,285,0.02,250,2,1,4,24,0.08,24,0,1,4,100,0,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,長野県,5,5,2,4,350,0.01,350,0,2,4,48,0,48,0,2,4,250,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,岐阜県,31,31,1,3,625,0.05,625,2,1,3,51,0.04,51,0,1,3,466,0,466,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,静岡県,16,8,1,4,384,0.02,450,1,1,4,34,0.03,67,2,1,4,223,0.01,450,0,0,6
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,愛知県,350,152,3,4,791,0.19,839,17,3,4,70,0.24,121,41,3,4,1300,0.03,1300,129,0,28
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,三重県,83,83,2,3,363,0.23,363,3,2,3,51,0.06,51,0,2,3,100,0,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,滋賀県,28,28,2,4,429,0.07,450,0,2,4,45,0,72,0,2,4,260,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,京都府,59,40,2,3,530,0.08,750,9,2,3,86,0.1,86,5,2,3,338,0.01,338,14,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,大阪府,546,301,2,4,1337,0.23,1615,44,2,4,333,0.13,215,99,2,3,872,0.11,1015,70,0,76
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,兵庫県,101,89,5,5,663,0.13,650,8,5,5,110,0.07,120,12,5,5,698,0.02,700,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,奈良県,15,14,1,3,467,0.03,500,0,1,3,25,0,25,1,1,3,108,0.01,108,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,和歌山県,6,6,2,4,400,0.02,400,0,2,4,40,0,40,0,2,4,137,0,137,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,鳥取県,5,5,1,3,313,0.02,300,0,1,3,47,0,40,0,1,3,340,0,150,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,島根県,3,3,1,5,253,0.01,253,0,1,5,25,0,25,0,1,5,98,0,98,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,岡山県,8,8,1,4,257,0.03,250,0,1,4,37,0,40,0,1,4,207,0,180,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,広島県,95,92,1,3,553,0.17,500,2,1,3,72,0.03,70,3,1,3,854,0,700,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,山口県,9,9,1,4,423,0.02,423,1,1,4,102,0.01,102,0,1,4,834,0,834,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,徳島県,9,9,2,4,200,0.05,200,0,2,4,25,0,25,0,2,4,150,0,150,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,香川県,3,3,1,3,185,0.02,185,0,1,3,25,0,25,0,1,3,101,0,101,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,愛媛県,0,0,1,3,229,0,223,0,1,3,33,0,33,0,1,3,117,0,117,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,高知県,1,1,1,4,192,0.01,200,0,1,4,57,0,57,0,1,4,361,0,190,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,福岡県,93,75,2,3,490,0.15,760,9,2,3,60,0.15,110,3,2,3,1057,0,1200,15,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,佐賀県,1,1,1,4,274,0,274,0,1,4,46,0,46,0,1,4,253,0,253,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,長崎県,2,0,2,4,395,0,395,0,2,4,27,0,42,1,2,4,224,0,550,1,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,熊本県,7,7,1,3,400,0.02,400,0,1,3,59,0,59,0,1,3,1430,0,140,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,大分県,3,3,1,4,330,0.01,330,0,1,4,41,0,41,0,1,2,700,0,170,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,宮崎県,1,1,2,3,246,0,246,0,2,3,33,0,33,0,2,3,250,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,鹿児島県,36,10,3,4,253,0.04,300,0,3,4,48,0,48,25,3,4,370,0.07,370,1,0,0
https://www.mhlw.go.jp/content/10900000/000694894.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（９月30日０時時点）,2020-09-30,沖縄県,188,132,3,5,465,0.28,425,24,3,5,53,0.45,51,23,3,5,340,0.07,340,33,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,北海道,174,110,1,3,1811,0.06,1811,0,1,3,182,0,182,64,1,2,1170,0.05,1170,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,青森県,1,1,1,4,187,0.01,225,0,1,4,31,0,30,0,1,4,130,0,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,岩手県,1,1,1,3,374,0,350,0,1,3,59,0,45,0,1,3,381,0,300,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,宮城県,46,34,3,4,345,0.1,450,1,3,4,43,0.02,65,9,3,4,300,0.03,300,3,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,秋田県,5,1,2,4,222,0,235,0,2,4,22,0,27,4,2,4,16,0.25,69,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,山形県,1,1,2,4,216,0,215,0,2,4,26,0,26,0,2,4,188,0,188,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,福島県,49,49,2,4,469,0.1,350,3,2,4,42,0.07,50,0,2,4,160,0,160,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,茨城県,49,40,1,3,546,0.07,500,5,1,3,72,0.07,70,7,3,4,324,0.02,324,2,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,栃木県,25,25,2,4,313,0.08,313,0,2,4,41,0,41,0,2,4,284,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,群馬県,36,36,2,3,305,0.12,330,3,2,3,23,0.13,50,0,2,3,1300,0,1300,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,埼玉県,314,191,3,4,1201,0.16,1400,6,2,4,128,0.05,200,80,1,3,1225,0.07,1450,23,0,20
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,千葉県,324,178,3,4,1147,0.16,1200,10,3,4,101,0.1,180,83,3,4,710,0.12,1400,40,1,22
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,東京都,1934,996,3,4,4000,0.25,4000,128,2,4,500,0.26,500,243,3,4,1860,0.13,3000,415,0,280
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,神奈川県,515,281,1,3,1939,0.14,1939,20,1,3,200,0.1,200,121,1,2,811,0.15,1000,113,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,新潟県,2,2,1,3,456,0,456,0,1,3,112,0,112,0,1,3,176,0,176,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,富山県,9,9,1,4,500,0.02,500,1,1,4,36,0.03,36,0,1,4,125,0,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,石川県,27,26,1,2,258,0.1,254,4,1,2,35,0.11,35,1,1,2,340,0,340,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,福井県,2,2,1,4,215,0.01,215,0,1,4,24,0,24,0,1,4,75,0,75,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,山梨県,13,7,1,4,285,0.02,250,1,1,4,24,0.04,24,6,1,4,100,0.06,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,長野県,11,11,2,4,350,0.03,350,0,2,4,48,0,48,0,2,4,250,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,岐阜県,17,17,1,3,625,0.03,625,2,1,3,51,0.04,51,0,1,3,466,0,466,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,静岡県,30,17,1,4,384,0.04,450,2,1,4,34,0.06,67,9,1,4,379,0.02,450,0,0,4
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,愛知県,289,108,2,4,791,0.14,839,12,2,4,70,0.17,121,34,2,4,1300,0.03,1300,133,0,14
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,三重県,53,53,2,3,363,0.15,363,2,2,3,51,0.04,51,0,2,3,100,0,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,滋賀県,16,16,2,4,429,0.04,450,0,2,4,45,0,72,0,2,4,260,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,京都府,61,49,2,3,530,0.09,750,9,2,3,86,0.1,86,4,2,3,338,0.01,338,8,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,大阪府,462,223,2,4,1337,0.17,1615,37,2,4,333,0.11,215,89,2,3,872,0.1,1015,63,0,87
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,兵庫県,122,96,5,5,663,0.14,650,11,5,5,110,0.1,120,26,5,5,698,0.04,700,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,奈良県,18,17,1,3,467,0.04,500,0,1,3,25,0,25,1,1,3,108,0.01,108,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,和歌山県,4,4,2,4,400,0.01,400,0,2,4,40,0,40,0,2,4,137,0,137,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,鳥取県,4,4,1,3,313,0.01,300,0,1,3,47,0,40,0,1,3,340,0,150,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,島根県,0,0,1,5,253,0,253,0,1,5,25,0,25,0,1,5,98,0,98,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,岡山県,8,7,1,4,257,0.03,250,3,1,4,37,0.08,40,1,1,4,207,0,180,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,広島県,87,70,1,3,553,0.13,500,1,1,3,72,0.01,70,13,1,3,854,0.02,700,4,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,山口県,7,7,1,4,423,0.02,423,1,1,4,102,0.01,102,0,1,4,834,0,834,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,徳島県,5,5,2,4,200,0.03,200,0,2,4,25,0,25,0,2,4,150,0,150,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,香川県,0,0,1,3,185,0,185,0,1,3,25,0,25,0,1,3,101,0,101,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,愛媛県,1,1,1,3,229,0,223,0,1,3,33,0,33,0,1,3,117,0,117,0,0,0
https://www.mhlw.go.jp/content/10900000/000694893.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月７日０時時点）,2020-10-07,高知県,0,0,1,4,192,0,200,0,1,4,57,0,57,0,1,4,361,0,190,0,0,0
